sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,constituency,image,completion_date,expenditure_amount
3320,Normal/Others,"Installation of Handpump with submersible, 2000 ltr HDPI water tank near Lahar Devi temple sipri bazar jhansi",Uttar Pradesh,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),"Installation of Handpump with submersible, 2000 ltr HDPI water tank near Lahar Devi temple sipri bazar jhansi",Anurag Sharma,JHANSI,Images,2025-07-15,224200.0
3321,Normal/Others,One 9 meter high mast LED light on Pindi chauraha Development Block-Lar,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),One 9 meter high mast LED light on Pindi chauraha Development Block-Lar,Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312789.0
3322,Normal/Others,One 9 meter high mast LED light on dhanouti chauraha,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),One 9 meter high mast LED light on dhanouti chauraha,Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312780.0
3323,Normal/Others,One 9 meter high mast LED light on number 3 chauraha of Majhawalia Development block-Lar,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),One 9 meter high mast LED light on number 3 chauraha of Majhawalia Development block-Lar,Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312789.0
3324,Normal/Others,Security Gate for public place for safety purpose,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Security Gate for public place for safety purpose,Sher Singh Ghubaya,FIROZPUR,Images,2026-07-28,979006.0
3325,Normal/Others,"One 9 meter high mast LED light on Meharouna Bajar chauraha, Development Block-Lar",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Meharouna Bajar chauraha, Development Block-Lar",Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312789.0
3326,Normal/Others,"One 9 meter high mast LED light on Sahjour chauraha, Development block-Lar",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Sahjour chauraha, Development block-Lar",Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312789.0
3327,Normal/Others,Construction of CC Road with Drain from Holding No. X-64 to X-99 Khaldhari Road. (75 mtr),West Bengal,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),Construction of CC Road with Drain from Holding No. X-64 to X-99 Khaldhari Road. (75 mtr),Abhishek Banerjee,DIAMOND HARBOUR,Images,2025-06-13,497670.0
3328,Normal/Others,"CONSTRUCTION OF CONCRETE ROAD FROM THE HOUSE OF SELIM TO THE POND OF MOSA MOULANA IN SANKARHATI - II GRAM PANCHAYAT UNDER JGATBALLAVPUR PANCHAYAT SAMITI, DIST- HOWRAH",West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),"CONSTRUCTION OF CONCRETE ROAD FROM THE HOUSE OF SELIM TO THE POND OF MOSA MOULANA IN SANKARHATI - II GRAM PANCHAYAT UNDER JGATBALLAVPUR PANCHAYAT SAMITI, DIST- HOWRAH",Kalyan Banerjee,SREERAMPUR,Images,2025-02-25,500134.0
3329,Normal/Others,"CONSTRUCTION OF CONCRETE ROAD FROM THE HOUSE OF SK NUR TO OLD MARTIN ROAD IN JGATBALLABPUR - II GRAM PANCHAYAT UNDER JGATBALLAVPUR PANCHAYAT SAMITI, DIST- HOWRAH",West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),"CONSTRUCTION OF CONCRETE ROAD FROM THE HOUSE OF SK NUR TO OLD MARTIN ROAD IN JGATBALLABPUR - II GRAM PANCHAYAT UNDER JGATBALLAVPUR PANCHAYAT SAMITI, DIST- HOWRAH",Kalyan Banerjee,SREERAMPUR,Images,2025-03-03,494998.0
3330,Normal/Others,"One 9 meter high mast LED light on balwa afgan bajar chauraha, development block bhatni",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on balwa afgan bajar chauraha, development block bhatni",Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312780.0
3331,Normal/Others,"One 9 meter high mast LED light on Sohanag dham chauraha, Development Block-Salempur",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Sohanag dham chauraha, Development Block-Salempur",Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312780.0
3332,Normal/Others,"One 9 meter high mast LED light on Sri nagar chauraha, Development Block-Salempur",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Sri nagar chauraha, Development Block-Salempur",Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312780.0
3333,Repair And Renovation,"Repairs to Toilet Blocks, Dr. B.R. Ambedkar Gurukulam for boys at Kota in Kota Mandal.",Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),"Repairs to Toilet Blocks, Dr. B.R. Ambedkar Gurukulam for boys at Kota in Kota Mandal.",Maddila Gurumoorthy,TIRUPATI(SC),Images,2025-07-04,1211245.0
3334,Normal/Others,Construction of drains to Dr. B.R. Ambedkar Gurukulams for Girls at Sullurupeta.,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Construction of drains to Dr. B.R. Ambedkar Gurukulams for Girls at Sullurupeta.,Maddila Gurumoorthy,TIRUPATI(SC),Images,2025-07-04,314847.0
3335,Repair And Renovation,Renovation of existing drains to Dr. B.R. Ambedkar Gurukulam for Girls at Sullurupeta (V&M) in Tirupati District.,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Renovation of existing drains to Dr. B.R. Ambedkar Gurukulam for Girls at Sullurupeta (V&M) in Tirupati District.,Maddila Gurumoorthy,TIRUPATI(SC),Images,2025-07-04,944752.0
3336,Normal/Others,Installation of Solar High Mast Light at Satkeora Banerjee Bazar Under Chunakhali GP,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Installation of Solar High Mast Light at Satkeora Banerjee Bazar Under Chunakhali GP,Pratima Mondal,JOYNAGAR(SC),Images,2025-02-25,191309.0
3337,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PAINDA NAGAR MAI SAKIB PRADHAN KE GHAR KE PAS CHORAHE PAR HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PAINDA NAGAR MAI SAKIB PRADHAN KE GHAR KE PAS CHORAHE PAR HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3338,Normal/Others,"One 9 meter high mast LED light on Police booth of Navalpur chauraha, Development Block-Salempur",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on Police booth of Navalpur chauraha, Development Block-Salempur",Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312789.0
3339,Normal/Others,one Semi high mast street lights (6 lights 200watt)every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one Semi high mast street lights (6 lights 200watt)every village,Anand Bhadauriya,DHAURAHRA,,2025-07-25,173847.0
3340,Normal/Others,one Semi high mast street lights (6 lights 200watt)every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one Semi high mast street lights (6 lights 200watt)every village,Anand Bhadauriya,DHAURAHRA,,2025-07-25,173847.0
3341,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PATWAI MAI PURANA BAZAR MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PATWAI MAI PURANA BAZAR MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3342,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PATWAI MAI SHIVA MANDIR KE PAS HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE PATWAI MAI SHIVA MANDIR KE PAS HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3343,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE BHAWANIPUR MAI MASJID KE PAS KE QABRISTAN MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE BHAWANIPUR MAI MASJID KE PAS KE QABRISTAN MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3344,Normal/Others,"One 9 meter high mast LED light on ratsiya mod chauraha, town area bhatpar rani",Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),"One 9 meter high mast LED light on ratsiya mod chauraha, town area bhatpar rani",Ramashankar Rajbhar,SALEMPUR,Images,2025-07-25,312780.0
3345,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE HAMIRPUR KE MAJHRA KHUSHHALPUR MAI EIDGAH KE PAS WALE QABRISTAN MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE HAMIRPUR KE MAJHRA KHUSHHALPUR MAI EIDGAH KE PAS WALE QABRISTAN MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3346,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE CHAMRAUWA MAI JAMA MASJID KE PAS QABRISTAN MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE CHAMRAUWA MAI JAMA MASJID KE PAS QABRISTAN MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3347,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE SAHARIA DARAZ MAI PRATHMIK SCHOOL KE PAS QABRISTAN MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE SAHARIA DARAZ MAI PRATHMIK SCHOOL KE PAS QABRISTAN MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3348,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE SAHRIA NARPAT MAI ABADI CHETRA KE QABRISTAN MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE SAHRIA NARPAT MAI ABADI CHETRA KE QABRISTAN MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3349,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE MUTYAPURA BAJAR PATTI MAI PRATHMIK SCHOOL KE PAS QABRISTAN MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE MUTYAPURA BAJAR PATTI MAI PRATHMIK SCHOOL KE PAS QABRISTAN MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3350,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE LALPUR MAI EIDGAH KE PAS QABRISTAN MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE LALPUR MAI EIDGAH KE PAS QABRISTAN MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3351,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3352,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE TAHKALAN MAI MEHBOOB ALI PASHA ADVC KE GHAR KE PAS CHORAHE PAR HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE TAHKALAN MAI MEHBOOB ALI PASHA ADVC KE GHAR KE PAS CHORAHE PAR HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3353,Normal/Others,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE TAHKALAN MAI MASJID KE PAS QABRISTAN MAI HIGH MAST LIGHT),Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE TAHKALAN MAI MASJID KE PAS QABRISTAN MAI HIGH MAST LIGHT),Mohibbullah,RAMPUR,Images,2025-06-30,200502.0
3354,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3355,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3356,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3357,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3358,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3359,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3360,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3361,Normal/Others,one semi high mast lights (6 lights 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast lights (6 lights 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173847.0
3362,Normal/Others,one semi High mast lights (6 lights 200 watt )in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi High mast lights (6 lights 200 watt )in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173863.0
3363,Normal/Others,one semi High mast lights (6 lights 200 watt )in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi High mast lights (6 lights 200 watt )in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173863.0
3364,Normal/Others,one semi High mast lights (6 lights 200 watt )in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi High mast lights (6 lights 200 watt )in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173863.0
3365,Normal/Others,one semi High mast lights (6 lights 200 watt )in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi High mast lights (6 lights 200 watt )in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173863.0
3366,Normal/Others,one semi High mast lights (6 lights 200 watt )in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi High mast lights (6 lights 200 watt )in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173863.0
3367,Normal/Others,one semi High mast lights (6 lights 200 watt )in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi High mast lights (6 lights 200 watt )in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-26,173863.0
3368,Normal/Others,one semi high mast light (06 Lights 200 watt) in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light (06 Lights 200 watt) in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3369,Normal/Others,one semi high mast light (06 Lights 200 watt) in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light (06 Lights 200 watt) in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3370,Normal/Others,one semi high mast light (06 Lights 200 watt) in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light (06 Lights 200 watt) in every village,Anand Bhadauriya,DHAURAHRA,,2025-06-27,174797.0
3371,Normal/Others,one semi high mast light (06 Lights 200 watt) in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light (06 Lights 200 watt) in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3372,Normal/Others,one semi high mast light (06 Lights 200 watt) in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light (06 Lights 200 watt) in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3373,Normal/Others,Construction of Step with chequer tile with railing and side drain and Retaining Wall Near SCI Biak In,Mizoram,KOLASIB(Deputy Commissioner Kolasib),Construction of Step with chequer tile with railing and side drain and Retaining Wall Near SCI Biak In,Richard Vanlalhmangaiha,MIZORAM (ST),Images,2026-02-14,1000000.0
3374,Normal/Others,Providing Cement Concrete Pavement near Velalar Street in Kilkodungalore Panchayat,Tamil Nadu,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),Providing Cement Concrete Pavement near Velalar Street in Kilkodungalore Panchayat,Tharaniventhan M S,ARANI,Images,2025-02-26,499950.0
3375,Normal/Others,C/o Culvert at Mirem Yober cultivation field in East Siang District,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),C/o Culvert at Mirem Yober cultivation field in East Siang District,Tapir Gao,ARUNACHAL EAST,,2025-02-26,1000000.0
3376,Normal/Others,C/o Irrigation Channel at WRC field Mirem Peneng in East Siang District,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),C/o Irrigation Channel at WRC field Mirem Peneng in East Siang District,Tapir Gao,ARUNACHAL EAST,,2025-02-26,500000.0
3377,Normal/Others,one semi high mast light (06 Lights 200 watt) in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light (06 Lights 200 watt) in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3378,Normal/Others,one semi high mast light (06 Lights 200 watt) in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light (06 Lights 200 watt) in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-25,173863.0
3379,Normal/Others,one semi high mast light every ward,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light every ward,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3380,Normal/Others,To Lay of Cement Road in vadakuthu Panchayat - PTR Nagar,Tamil Nadu,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),To Lay of Cement Road in vadakuthu Panchayat - PTR Nagar,M.K. Vishnuprasad,CUDDALORE,Images,2025-03-03,1099464.0
3381,Normal/Others,one semi high mast light in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-25,173863.0
3382,Normal/Others,one semi high mast light in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3383,Normal/Others,one semi high mast light in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-25,173863.0
3384,Normal/Others,one semi high mast light in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3385,Normal/Others,one semi high mast light in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-25,173863.0
3386,Normal/Others,one semi high mast light in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-25,173863.0
3387,Normal/Others,one semi high mast light in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3388,Normal/Others,C/o Link road at New Lathao to Paddy field in Namsai District,Arunachal Pradesh,NAMSAI(Deputy Commisioner Namsai_IDA),C/o Link road at New Lathao to Paddy field in Namsai District,Tapir Gao,ARUNACHAL EAST,Images,2025-06-19,999998.0
3389,Normal/Others,one semi high mast light in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-25,173863.0
3390,Normal/Others,C/o Link road from NH-15 to Lathao in Namsai District,Arunachal Pradesh,NAMSAI(Deputy Commisioner Namsai_IDA),C/o Link road from NH-15 to Lathao in Namsai District,Tapir Gao,ARUNACHAL EAST,Images,2025-06-19,499994.0
3391,Normal/Others,one semi high mast light(6 light 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light(6 light 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3392,Normal/Others,C/o Link Road at Jona Kachari Kuli in Namsai District,Arunachal Pradesh,NAMSAI(Deputy Commisioner Namsai_IDA),C/o Link Road at Jona Kachari Kuli in Namsai District,Tapir Gao,ARUNACHAL EAST,Images,2025-06-19,499994.0
3393,Normal/Others,one semi high mast light(6 light 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light(6 light 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,174797.0
3394,Normal/Others,one semi high mast light(6 light 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light(6 light 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,173597.0
3395,Normal/Others,one semi high mast light(6 light 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light(6 light 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,173597.0
3396,Normal/Others,one semi high mast light(6 light 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light(6 light 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,173597.0
3397,Normal/Others,one semi high mast light(6 light 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light(6 light 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,173597.0
3398,Normal/Others,one semi high mast light(6 light 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light(6 light 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,173597.0
3399,Normal/Others,one semi high mast light(6 light 200 watt)in every village,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),one semi high mast light(6 light 200 watt)in every village,Anand Bhadauriya,DHAURAHRA,,2025-07-24,173597.0
